objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_303,Six Characters in Search of an Author,"Pirandello, Luigi",08-18,4,6,7,17,TRUE,26,1921,E.P. Dutton and Co. (1922 English translation),FALSE,2,FALSE,FALSE,,"Six figures make the extraordinary claim that they are the incomplete but independent products of an artist’s imagination – “characters” the artist abandoned when he couldn’t complete their story. These “characters” have arrived on the stage to find an author themselves, someone who will give them the fullness of literary life that their original author has denied them. Furthermore, these “characters” claim that they are more “real” than the actors who eventually want to portray them.",,,record
yppc_304,Six Who Pass While the Lentils Boil,"Walker, Stuart",04-18,9,2,0,11,TRUE,31,1915,"Samuel French, Inc.",FALSE,5,FALSE,FALSE,,"While a boy watches boiling lentils for his mother, six people pass: the condemned Queen (who he promises to hide), the Mime (who tempts him abandon his duty), the Milkmaid (who tells him about the reward offered for the Queen), the Blindman (who shows him why it is best to keep a promise), the Ballad Singer (who would wander all his life rather than break a promise) and the dreadful Hangman (who is outwitted by the boy). Her majesty gratefully knights David the Little Boy (who has done his duty and kept his promise).",,"This is the second part of Rules, Royalty, and the Ridiculous.",record
yppc_305,Good Good Trouble on Bad Bad Island,"Mikel, Joshua",08-14,3,1,16,20,TRUE,35,2010,Playscripts,TRUE,4,FALSE,FALSE,,"When a package bound for Good Good Island is mistakenly delivered to Bad Bad Island, the Bad Bads find something frighteningly horrible inside: a little girl named Rosa! Unable to choose between throwing her into a volcano or tossing her into the sea, the creatures of the island finally agree that their ruler, The Idol, should decide. He challenges Rosa with a series of impossible tasks -- but what happens when she starts doing the impossible? This wildly inventive adventure shows that sometimes family and goodness can be found in the most unlikely of places.",,,record
yppc_306,The Corn Maidens: A Zuni Retelling,"Sabatini, Jessica",04-12,0,0,13,13,FALSE,11,2024,YPPC,FALSE,7,FALSE,TRUE,Based on the Zuni foundational myth.,"A Zuni creation myth. The Zuni live in a cave, where they are sheltered from the cold by Mother Earth. They make their way to the surafce, where they find buffalo. While they are gone on a hunt, the Ata'a people move into their land and start growing corn. The two groups decide to get along and share resources, renaming themselves the Corn Clan.",,,record
yppc_307,A Dollar,"Pinski, David",12-18,4,3,1,8,FALSE,21,1920,BW Heubsch,FALSE,3,FALSE,FALSE,,"The Dollar is an allegorical play in which a “troupe of stranded strolling players,” tired and destitute, end up haggling over a dollar bill they find. Control of the group is fought for by the Comedian and the Villain, and who controls the dollar is what decides who has the power. The play concludes ironically, with a sense of Deus-ex-Machina, upon the entrance of a stranger, who is asked to make change for the dollar bill so that the players may divide it up, and who instead pulls a gun, steals the dollar and runs off.",,,record
yppc_308,Who's in Rabbit's House,"Stephens, Jeffryn",04-12,0,0,11,11,FALSE,10,1992,YPPC,FALSE,4,FALSE,TRUE,"Based on the Masai tale, retold by Verna Aardema","The Rabbit family’s home is invaded by a creature who calls themself ‘The Long One’. As their friends come by and ask what is happening, the Rabbits desperately explain that they cannot find a way to remove the terrifying creature from their home. Desperate to move back in, the Rabbits finally allow Frog to try out his ingenious plan.",,,record
yppc_309,The Taming of LaRue,"Karcz, L.R.",12-18,8,4,4,16,TRUE,14,1999,Pioneer Drama Service,TRUE,3,FALSE,TRUE,Based on William Shakespeare's The Taming of the Shrew.,"Set in the old American West, the stubborn and bossy Kate LaRue is driving everyone in town as crazy as a coyote with laryngitis. Her sister, sweet Miss Bianca, is wondering if she will ever be free to marry her handsome suitor, Larry... especially since she has to wait until her bad-tempered sister can be tamed with love. Things become even more difficult when outlaws show up!",,,record
yppc_310,Skin of Our Teeth,"Wilder, Thornton",08-18,4,4,0,8,TRUE,141,1942,"Samuel French, Inc.",TRUE,6,FALSE,FALSE,,"Meet George and Maggie Antrobus of Excelsior, New Jersey, a suburban, commuter-town couple (married for 5,000 years), who bear more than a casual resemblance to that first husband and wife, Adam and Eve; the two Antrobus children, Gladys (perfect in every way, of course) and Henry (who likes to throw rocks and was formerly known as Cain); and their garrulous maid, Sabina (the eternal seductress), who takes it upon herself to break out of character and interrupt the course of the drama at every opportunity (“I don’t understand a word of this play!”). Whether he is inventing the alphabet or merely saving the world from apocalypse, George and his redoubtable family somehow manage to survive – by the skin of their teeth.",,"Completed by the author less than a month after the Japanese attack on Pearl Harbor on December 7, 1941, The Skin of Our Teeth (1942) broke from established theatrical conventions and walked off with the 1943 Pulitzer Prize for Drama. Combining farce, burlesque, satire, and elements of the comic strip, Thornton Wilder depicts an Everyman family as it narrowly escapes one end-of-the-world disaster after another, from the Ice Age to flood to war.",record
yppc_311,The Sleeping Beauty,"Chorpenning, Charlotte B.",08-18,2,8,0,10,FALSE,42,1947,Dramatic Publishing,TRUE,11,FALSE,TRUE,Based on the Brothers Grimm story by the same name.,The princess was cursed on the day of her christening by an uninvited wicked fairy. The fairy prophesied that on her 16th birthday the princess should prick her finger on a spindle and fall into a deep sleep. She will only be awakened one hundred years later by a prince who is brave enough to fight his way through the wilderness that grows up around the castle.,,,record
yppc_312,Sleeping Beauty: Children's Musical,"Unknown,",08-18,3,6,1,10,FALSE,31,Unknown,Unknown,TRUE,1,TRUE,TRUE,Based on the Brothers Grimm story by the same name.,The princess was cursed on the day of her christening by an uninvited wicked fairy. The fairy prophesied that on her 16th birthday the princess should prick her finger on a spindle and fall into a deep sleep. She will only be awakened one hundred years later by a prince who is brave enough to fight his way through the wilderness that grows up around the castle.,,This appears to be an adaptation by an unknown author (possibly Jeffryn?). It was obviously typed on a typewriter and copied. Lyrics are included in the script but I haven't run across a score yet.,record
yppc_313,The Sneetches,"Geisel, Theodor",04-12,0,0,17,17,TRUE,6,Unknown,Unknown,TRUE,9,FALSE,TRUE,Adapted from The Sneetches by Theodor Geisel (Dr. Suess).,"The Star Belly Sneetches look down on the Plain Belly Sneetches, until a grifter takes advantage of both groups' gullability.",,,record
yppc_314,Small Talk,"Bonacci, Joseph",14-18,5,8,2,15,FALSE,95,2008,Unknown,TRUE,2,TRUE,FALSE,,A bar is hosting an evening for the Single File Computer Dating Club. Some of the matches that the club made are not going well.,,,record
yppc_315,Snow White and the Seven Dwarves,"White, Jessie Braham",08-14,2,5,12,19,FALSE,47,1925,YPPC,FALSE,11,FALSE,TRUE,Adapted from the Jessie Braham White version of Snow White and the Seven Dwarves.,"An adaptation of Snow White and the Seven Dwarves. A prince falls in love with Snow White, who is not supposed to be at a royal ball that her stepmother is throwing. In retaliation, she is sent into the woods to be killed by the huntsman. She gets help from seven dwarves and the goddess of witchcraft.",,"This appears to be a copy of Rose Red and the Seven Vertically Challenged Mining Engineers, with the names rewritten. I need to check on that. Ok, so this is slightly adapted from the Jessie Braham White version, but not by much.",record
yppc_316,Spreading the News,"Gregory, Lady",12-18,5,3,2,10,FALSE,29,1904,GP Putnam's Sons,FALSE,11,FALSE,FALSE,,Spreading the News finds the gossipy residents of a small Irish village getting consumed by a simple misunderstanding that snowballs with lightning speed and ends with accusations of infidelity and murder.,,,record
yppc_317,"Sorry, Wrong Number","Fletcher, Lucille",12-18,3,4,0,7,TRUE,14,1943,Dramatists Play Service Inc.,TRUE,3,FALSE,TRUE,Adapted from Lucille Fletcher's radio play of the same name.,"A mystery thriller, the tale of a neurotic invalid, whose only contact with the outside world is her phone. Over this, one night, because of a crossed wire, she hears plans for a murder, which turns out to be her own. Her frantic efforts to enlist help through the only means at her disposal, her growing terror and realization of the truth, and (along the way) the hints about her own life and personality she lets drop, make this a full character portrait not only of herself but of the unseen murderer, whose identity and motivations are surmised but never revealed.",,,record
yppc_318,Spoon River Anthology,"Aidman, Charles",08-18,3,2,0,5,TRUE,52,1963,"Samuel French, Inc.",TRUE,2,TRUE,TRUE,Based on the poems of Edgar Lee Master's Spoon River Anthology.,"Via musical interludes, we are introduced in a cemetery to the ghosts of those who were inhabitants of this town, and whose secrets have gone with them to the grave. There are sixty-odd characterizations and vignettes in this constantly interesting entertainment offering an amazingly varied array of roles and impersonations, from young lovers and preachers and teachers to the funny chronicle of the poor mixed-up Jew who ends up in the wrong cemetery. Both the solid and humorous sides of life are portrayed with fetching ballads and the free-verse form of Masters.",,,record
yppc_319,Spoils of War,"Weller, Michael",12-18,3,3,0,6,FALSE,115,1988,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"A dramatization of the desperate attempts of a 16 year-old boy to reconcile his divorced parents, a somber chronicle about disillusionment of people whose hopes and dreams are tainted by the prism of time. The events of the 1950's are explored through the eyes of Martin's parents, radicals who have chosen very different ways to cope with the changed and changing times. Elise is still a bohemian, a rebel without a cause who wants to live for something more than survival. Andrew has dropped back into the system and accepted the conventionality of day-to-day existence. Caught between these irreconcilables, Martin is unable to bring his parents back together but must find and follow his own life path.",,,record
